Doi,Author,Title,PubDate,Journal,Country,ISO_3,YCoordinate,XCoordinate,SamplingStartYear,SamplingEndYear,Species,Pathogen,Species,Strain,ControlStrain,SampleType,Sal_Prevalence,No_sample,No_Isolate,Antimicrobial,AntimicrobialCompound,AntibioticClass,Percent_resistant,Percent_intermediate,Percent_susceptible,Perc_res_inc_intermediate,Perc_res_excl_intermediate,ASTMethod,No_isolates_resistant,No_isolates_intermediate,No_isolates_susceptible,MDR_percentage,Laboratory_guidelines,Conc.ofAMusedforsusceptibilitytest(µg/ µg/ml),SusceptibleBreakpoint,Notes
10.1371/journal.pone.0290754,Fagbamila et al.2023,Assessing the mechanisms of multi-drug resistant non-typhoidal Salmonella (NTS) serovars isolated from layer chicken farms in Nigeria.,2023,PloS one,Nigeria,NGA,6.934836,4.098518,,,Chicken,Salmonella,,Salmonell Kentucky,Escherichia coli ATCC 25922 ,Feacal,48.5,420,44,Meropenem,MEM,Carbapenem,,,,,,Disk diffusion,0,0,44,100,EUCAST,,,
10.1371/journal.pone.0290754,Fagbamila et al.2023,Assessing the mechanisms of multi-drug resistant non-typhoidal Salmonella (NTS) serovars isolated from layer chicken farms in Nigeria.,2023,PloS one,Nigeria,NGA,6.934836,4.098518,,,Chicken,Salmonella,,Salmonell Kentucky,Escherichia coli ATCC 25922 ,Feacal,48.5,420,44,Cefotaxime,CTX,3rd generation Cephalosporin,,,,,,Disk diffusion,0,0,44,100,EUCAST,,,
10.1371/journal.pone.0290754,Fagbamila et al.2023,Assessing the mechanisms of multi-drug resistant non-typhoidal Salmonella (NTS) serovars isolated from layer chicken farms in Nigeria.,2023,PloS one,Nigeria,NGA,6.934836,4.098518,,,Chicken,Salmonella,,Salmonell Kentucky,Escherichia coli ATCC 25922 ,Feacal,48.5,420,44,Ceftazadime,CAZ,3rd generation Cephalosporin,,,,,,Disk diffusion,0,0,44,100,EUCAST,,,
10.1371/journal.pone.0290754,Fagbamila et al.2023,Assessing the mechanisms of multi-drug resistant non-typhoidal Salmonella (NTS) serovars isolated from layer chicken farms in Nigeria.,2023,PloS one,Nigeria,NGA,6.934836,4.098518,,,Chicken,Salmonella,,,Escherichia coli ATCC 25922 ,Feacal,48.5,420,97,Ampicillin,AMP,Penicillin ,,,,,,Disk diffusion,19,0,78,100,EUCAST,,,
10.1371/journal.pone.0290754,Fagbamila et al.2023,Assessing the mechanisms of multi-drug resistant non-typhoidal Salmonella (NTS) serovars isolated from layer chicken farms in Nigeria.,2023,PloS one,Nigeria,NGA,6.934836,4.098518,,,Chicken,Salmonella,,,Escherichia coli ATCC 25922 ,Feacal,48.5,420,97,Azithromycin,AZI,Macrolides,,,,,,Disk diffusion,7,0,90,100,EUCAST,,,
10.1371/journal.pone.0290754,Fagbamila et al.2023,Assessing the mechanisms of multi-drug resistant non-typhoidal Salmonella (NTS) serovars isolated from layer chicken farms in Nigeria.,2023,PloS one,Nigeria,NGA,6.934836,4.098518,,,Chicken,Salmonella,,,Escherichia coli ATCC 25922 ,Feacal,48.5,420,97,Chloromphenicols,CHL,Amphenicols,,,,,,Disk diffusion,19,0,78,100,EUCAST,,,
10.1371/journal.pone.0290754,Fagbamila et al.2023,Assessing the mechanisms of multi-drug resistant non-typhoidal Salmonella (NTS) serovars isolated from layer chicken farms in Nigeria.,2023,PloS one,Nigeria,NGA,6.934836,4.098518,,,Chicken,Salmonella,,,Escherichia coli ATCC 25922 ,Feacal,48.5,420,97,Ciproflaxin,CIP,Fluoroquinolones,,,,,,Disk diffusion,87,0,10,100,EUCAST,,,
10.1371/journal.pone.0290754,Fagbamila et al.2023,Assessing the mechanisms of multi-drug resistant non-typhoidal Salmonella (NTS) serovars isolated from layer chicken farms in Nigeria.,2023,PloS one,Nigeria,NGA,6.934836,4.098518,,,Chicken,Salmonella,,,Escherichia coli ATCC 25922 ,Feacal,48.5,420,97,Colistin,CST,Polymyxin,,,,,,Disk diffusion,3,0,94,100,EUCAST,,,
10.1371/journal.pone.0290754,Fagbamila et al.2023,Assessing the mechanisms of multi-drug resistant non-typhoidal Salmonella (NTS) serovars isolated from layer chicken farms in Nigeria.,2023,PloS one,Nigeria,NGA,6.934836,4.098518,,,Chicken,Salmonella,,,Escherichia coli ATCC 25922 ,Feacal,48.5,420,97,Gentamycin,GEN,Aminoglycosides,,,,,,Disk diffusion,46,0,51,100,EUCAST,,,
10.1371/journal.pone.0290754,Fagbamila et al.2023,Assessing the mechanisms of multi-drug resistant non-typhoidal Salmonella (NTS) serovars isolated from layer chicken farms in Nigeria.,2023,PloS one,Nigeria,NGA,6.934836,4.098518,,,Chicken,Salmonella,,,Escherichia coli ATCC 25922 ,Feacal,48.5,420,97,Nalidixic acid,NAL,Fluoroquinolones,,,,,,Disk diffusion,75,0,22,100,EUCAST,,,
10.1371/journal.pone.0290754,Fagbamila et al.2023,Assessing the mechanisms of multi-drug resistant non-typhoidal Salmonella (NTS) serovars isolated from layer chicken farms in Nigeria.,2023,PloS one,Nigeria,NGA,6.934836,4.098518,,,Chicken,Salmonella,,,Escherichia coli ATCC 25922 ,Feacal,48.5,420,97,Sulfamethoxazole,SMX,Sulfonamides,,,,,,Disk diffusion,73,0,24,100,EUCAST,,,
10.1371/journal.pone.0290754,Fagbamila et al.2023,Assessing the mechanisms of multi-drug resistant non-typhoidal Salmonella (NTS) serovars isolated from layer chicken farms in Nigeria.,2023,PloS one,Nigeria,NGA,6.934836,4.098518,,,Chicken,Salmonella,,,Escherichia coli ATCC 25922 ,Feacal,48.5,420,97,Tetracycline,TET,Tetracycline,,,,,,Disk diffusion,5,0,92,100,EUCAST,,,
10.1371/journal.pone.0290754,Fagbamila et al.2023,Assessing the mechanisms of multi-drug resistant non-typhoidal Salmonella (NTS) serovars isolated from layer chicken farms in Nigeria.,2023,PloS one,Nigeria,NGA,6.934836,4.098518,,,Chicken,Salmonella,,,Escherichia coli ATCC 25922 ,Feacal,48.5,420,97,Tigecycline,TGC,Tetracycline,,,,,,Disk diffusion,14,0,83,100,EUCAST,,,
10.1371/journal.pone.0290754,Fagbamila et al.2023,Assessing the mechanisms of multi-drug resistant non-typhoidal Salmonella (NTS) serovars isolated from layer chicken farms in Nigeria.,2023,PloS one,Nigeria,NGA,6.934836,4.098518,,,Chicken,Salmonella,,,Escherichia coli ATCC 25922 ,Feacal,48.5,420,97,Trimethoprim,TMP,"Sulfonamide, Trimethoprim and Combinations",,,,,,Disk diffusion,0,0,97,100,EUCAST,,,
10.1371/journal.pone.0290754,Fagbamila et al.2023,Assessing the mechanisms of multi-drug resistant non-typhoidal Salmonella (NTS) serovars isolated from layer chicken farms in Nigeria.,2023,PloS one,Nigeria,NGA,6.934836,4.098518,,,Chicken,Salmonella,,,Escherichia coli ATCC 25922 ,Feacal,48.5,420,97,Meropenem,MEM,Carbapenem,,,,,,Disk diffusion,0,0,97,100,EUCAST,,,
10.1371/journal.pone.0290754,Fagbamila et al.2023,Assessing the mechanisms of multi-drug resistant non-typhoidal Salmonella (NTS) serovars isolated from layer chicken farms in Nigeria.,2023,PloS one,Nigeria,NGA,6.934836,4.098518,,,Chicken,Salmonella,,,Escherichia coli ATCC 25922 ,Feacal,48.5,420,97,Cefotaxime,CTX,3rd generation Cephalosporin,,,,,,Disk diffusion,0,0,97,100,EUCAST,,,
10.1371/journal.pone.0290754,Fagbamila et al.2023,Assessing the mechanisms of multi-drug resistant non-typhoidal Salmonella (NTS) serovars isolated from layer chicken farms in Nigeria.,2023,PloS one,Nigeria,NGA,6.934836,4.098518,,,Chicken,Salmonella,,,Escherichia coli ATCC 25922 ,Feacal,48.5,420,97,Ceftazadime,CAZ,3rd generation Cephalosporin,,,,,,Disk diffusion,0,0,97,100,EUCAST,,,
10.1186/s12917-019-1867-z,Elkenany et al.2019,Antimicrobial resistance profiles and virulence genotyping of Salmonella enterica serovars recovered from broiler chickens and chicken carcasses in Egypt.,2019,BMC veterinary research,Egypt,EGY,29.990912,31.249854,2017,2017,Chicken,Salmonella,,Salmonella Enteriditis,,Meat,22,420,48,Cotrimoxazole,COT,Sulfonamides,,,,,,Disk diffusion,48,0,0,76.7,CLSI,,,
10.1186/s12917-019-1867-z,Elkenany et al.2019,Antimicrobial resistance profiles and virulence genotyping of Salmonella enterica serovars recovered from broiler chickens and chicken carcasses in Egypt.,2019,BMC veterinary research,Egypt,EGY,29.990912,31.249854,2017,2017,Chicken,Salmonella,,Salmonella Enteriditis,,Meat,22,420,48,Ampicillin,AMP,Penicillin ,,,,,,Disk diffusion,34,0,14,76.7,CLSI,,,
10.1186/s12917-019-1867-z,Elkenany et al.2019,Antimicrobial resistance profiles and virulence genotyping of Salmonella enterica serovars recovered from broiler chickens and chicken carcasses in Egypt.,2019,BMC veterinary research,Egypt,EGY,29.990912,31.249854,2017,2017,Chicken,Salmonella,,Salmonella Enteriditis,,Meat,22,420,48,Amoxycillin-cluvanic acid,AMC,Penicillin ,,,,,,Disk diffusion,42,0,6,76.7,CLSI,,,
10.1186/s12917-019-1867-z,Elkenany et al.2019,Antimicrobial resistance profiles and virulence genotyping of Salmonella enterica serovars recovered from broiler chickens and chicken carcasses in Egypt.,2019,BMC veterinary research,Egypt,EGY,29.990912,31.249854,2017,2017,Chicken,Salmonella,,Salmonella Enteriditis,,Meat,22,420,48,Streptomycin,STR,Aminoglycosides,,,,,,Disk diffusion,28,0,20,76.7,CLSI,,,
10.1186/s12917-019-1867-z,Elkenany et al.2019,Antimicrobial resistance profiles and virulence genotyping of Salmonella enterica serovars recovered from broiler chickens and chicken carcasses in Egypt.,2019,BMC veterinary research,Egypt,EGY,29.990912,31.249854,2017,2017,Chicken,Salmonella,,Salmonella Enteriditis,,Meat,22,420,48,Doxycycline,DOX,Tetracycline,,,,,,Disk diffusion,24,0,24,76.7,CLSI,,,
10.1186/s12917-019-1867-z,Elkenany et al.2019,Antimicrobial resistance profiles and virulence genotyping of Salmonella enterica serovars recovered from broiler chickens and chicken carcasses in Egypt.,2019,BMC veterinary research,Egypt,EGY,29.990912,31.249854,2017,2017,Chicken,Salmonella,,Salmonella Enteriditis,,Meat,22,420,48,Cefaclor,CEC,2nd generation Cephalosporin,,,,,,Disk diffusion,20,0,28,76.7,CLSI,,,
10.1186/s12917-019-1867-z,Elkenany et al.2019,Antimicrobial resistance profiles and virulence genotyping of Salmonella enterica serovars recovered from broiler chickens and chicken carcasses in Egypt.,2019,BMC veterinary research,Egypt,EGY,29.990912,31.249854,2017,2017,Chicken,Salmonella,,Salmonella Enteriditis,,Meat,22,420,48,Chloromphenicols,CHL,Amphenicols,,,,,,Disk diffusion,12,0,36,76.7,CLSI,,,
10.1186/s12917-019-1867-z,Elkenany et al.2019,Antimicrobial resistance profiles and virulence genotyping of Salmonella enterica serovars recovered from broiler chickens and chicken carcasses in Egypt.,2019,BMC veterinary research,Egypt,EGY,29.990912,31.249854,2017,2017,Chicken,Salmonella,,Salmonella Enteriditis,,Meat,22,420,48,Cefepime,FEP,4th generation Cephalosporin,,,,,,Disk diffusion,10,0,38,76.7,CLSI,,,
10.1186/s12917-019-1867-z,Elkenany et al.2019,Antimicrobial resistance profiles and virulence genotyping of Salmonella enterica serovars recovered from broiler chickens and chicken carcasses in Egypt.,2019,BMC veterinary research,Egypt,EGY,29.990912,31.249854,2017,2017,Chicken,Salmonella,,Salmonella Enteriditis,,Meat,22,420,48,Cefotaxime,CTX,3rd generation Cephalosporin,,,,,,Disk diffusion,6,0,42,76.7,CLSI,,,
10.1186/s12917-019-1867-z,Elkenany et al.2019,Antimicrobial resistance profiles and virulence genotyping of Salmonella enterica serovars recovered from broiler chickens and chicken carcasses in Egypt.,2019,BMC veterinary research,Egypt,EGY,29.990912,31.249854,2017,2017,Chicken,Salmonella,,Salmonella Enteriditis,,Meat,22,420,48,Ciproflaxin,CIP,Fluoroquinolones,,,,,,Disk diffusion,6,0,42,76.7,CLSI,,,
10.1186/s12917-019-1867-z,Elkenany et al.2019,Antimicrobial resistance profiles and virulence genotyping of Salmonella enterica serovars recovered from broiler chickens and chicken carcasses in Egypt.,2019,BMC veterinary research,Egypt,EGY,29.990912,31.249854,2017,2017,Chicken,Salmonella,,Salmonella Enteriditis,,Meat,22,420,48,Imipenem,IMP,Carbapenem,,,,,,Disk diffusion,0,0,48,76.7,CLSI,,,
10.1186/s12917-019-1867-z,Elkenany et al.2019,Antimicrobial resistance profiles and virulence genotyping of Salmonella enterica serovars recovered from broiler chickens and chicken carcasses in Egypt.,2019,BMC veterinary research,Egypt,EGY,29.990912,31.249854,2017,2017,Chicken,Salmonella,,Salmonella Typhimirium,,Meat,22,420,36,Cotrimoxazole,COT,Sulfonamides,,,,,,Disk diffusion,36,0,0,76.7,CLSI,,,
10.1186/s12917-019-1867-z,Elkenany et al.2019,Antimicrobial resistance profiles and virulence genotyping of Salmonella enterica serovars recovered from broiler chickens and chicken carcasses in Egypt.,2019,BMC veterinary research,Egypt,EGY,29.990912,31.249854,2017,2017,Chicken,Salmonella,,Salmonella Typhimirium,,Meat,22,420,36,Ampicillin,AMP,Penicillin ,,,,,,Disk diffusion,18,0,18,76.7,CLSI,,,
10.1186/s12917-019-1867-z,Elkenany et al.2019,Antimicrobial resistance profiles and virulence genotyping of Salmonella enterica serovars recovered from broiler chickens and chicken carcasses in Egypt.,2019,BMC veterinary research,Egypt,EGY,29.990912,31.249854,2017,2017,Chicken,Salmonella,,Salmonella Typhimirium,,Meat,22,420,36,Amoxycillin-cluvanic acid,AMC,Penicillin ,,,,,,Disk diffusion,22,0,14,76.7,CLSI,,,
10.1186/s12917-019-1867-z,Elkenany et al.2019,Antimicrobial resistance profiles and virulence genotyping of Salmonella enterica serovars recovered from broiler chickens and chicken carcasses in Egypt.,2019,BMC veterinary research,Egypt,EGY,29.990912,31.249854,2017,2017,Chicken,Salmonella,,Salmonella Typhimirium,,Meat,22,420,36,Streptomycin,STR,Aminoglycosides,,,,,,Disk diffusion,22,0,14,76.7,CLSI,,,
10.1186/s12917-019-1867-z,Elkenany et al.2019,Antimicrobial resistance profiles and virulence genotyping of Salmonella enterica serovars recovered from broiler chickens and chicken carcasses in Egypt.,2019,BMC veterinary research,Egypt,EGY,29.990912,31.249854,2017,2017,Chicken,Salmonella,,Salmonella Typhimirium,,Meat,22,420,36,Doxycycline,DOX,Tetracycline,,,,,,Disk diffusion,14,0,22,76.7,CLSI,,,
10.1186/s12917-019-1867-z,Elkenany et al.2019,Antimicrobial resistance profiles and virulence genotyping of Salmonella enterica serovars recovered from broiler chickens and chicken carcasses in Egypt.,2019,BMC veterinary research,Egypt,EGY,29.990912,31.249854,2017,2017,Chicken,Salmonella,,Salmonella Typhimirium,,Meat,22,420,36,Cefaclor,CEC,2nd generation Cephalosporin,,,,,,Disk diffusion,18,0,18,76.7,CLSI,,,
10.1186/s12917-019-1867-z,Elkenany et al.2019,Antimicrobial resistance profiles and virulence genotyping of Salmonella enterica serovars recovered from broiler chickens and chicken carcasses in Egypt.,2019,BMC veterinary research,Egypt,EGY,29.990912,31.249854,2017,2017,Chicken,Salmonella,,Salmonella Typhimirium,,Meat,22,420,36,Chloromphenicols,CHL,Amphenicols,,,,,,Disk diffusion,6,0,30,76.7,CLSI,,,
10.1186/s12917-019-1867-z,Elkenany et al.2019,Antimicrobial resistance profiles and virulence genotyping of Salmonella enterica serovars recovered from broiler chickens and chicken carcasses in Egypt.,2019,BMC veterinary research,Egypt,EGY,29.990912,31.249854,2017,2017,Chicken,Salmonella,,Salmonella Typhimirium,,Meat,22,420,36,Cefepime,FEP,4th generation Cephalosporin,,,,,,Disk diffusion,4,0,32,76.7,CLSI,,,
10.1186/s12917-019-1867-z,Elkenany et al.2019,Antimicrobial resistance profiles and virulence genotyping of Salmonella enterica serovars recovered from broiler chickens and chicken carcasses in Egypt.,2019,BMC veterinary research,Egypt,EGY,29.990912,31.249854,2017,2017,Chicken,Salmonella,,Salmonella Typhimirium,,Meat,22,420,36,Cefotaxime,CTX,3rd generation Cephalosporin,,,,,,Disk diffusion,4,0,32,76.7,CLSI,,,
10.1186/s12917-019-1867-z,Elkenany et al.2019,Antimicrobial resistance profiles and virulence genotyping of Salmonella enterica serovars recovered from broiler chickens and chicken carcasses in Egypt.,2019,BMC veterinary research,Egypt,EGY,29.990912,31.249854,2017,2017,Chicken,Salmonella,,Salmonella Typhimirium,,Meat,22,420,36,Ciproflaxin,CIP,Fluoroquinolones,,,,,,Disk diffusion,2,0,34,76.7,CLSI,,,
10.1186/s12917-019-1867-z,Elkenany et al.2019,Antimicrobial resistance profiles and virulence genotyping of Salmonella enterica serovars recovered from broiler chickens and chicken carcasses in Egypt.,2019,BMC veterinary research,Egypt,EGY,29.990912,31.249854,2017,2017,Chicken,Salmonella,,Salmonella Typhimirium,,Meat,22,420,36,Imipenem,IMP,Carbapenem,,,,,,Disk diffusion,0,0,36,76.7,CLSI,,,
10.1186/s12917-019-1867-z,Elkenany et al.2019,Antimicrobial resistance profiles and virulence genotyping of Salmonella enterica serovars recovered from broiler chickens and chicken carcasses in Egypt.,2019,BMC veterinary research,Egypt,EGY,29.990912,31.249854,2017,2017,Chicken,Salmonella,,Salmonella Kentucky,,Meat,22,420,12,Cotrimoxazole,COT,Sulfonamides,,,,,,Disk diffusion,12,0,0,76.7,CLSI,,,
10.1186/s12917-019-1867-z,Elkenany et al.2019,Antimicrobial resistance profiles and virulence genotyping of Salmonella enterica serovars recovered from broiler chickens and chicken carcasses in Egypt.,2019,BMC veterinary research,Egypt,EGY,29.990912,31.249854,2017,2017,Chicken,Salmonella,,Salmonella Kentucky,,Meat,22,420,12,Ampicillin,AMP,Penicillin ,,,,,,Disk diffusion,12,0,0,76.7,CLSI,,,
10.1186/s12917-019-1867-z,Elkenany et al.2019,Antimicrobial resistance profiles and virulence genotyping of Salmonella enterica serovars recovered from broiler chickens and chicken carcasses in Egypt.,2019,BMC veterinary research,Egypt,EGY,29.990912,31.249854,2017,2017,Chicken,Salmonella,,Salmonella Kentucky,,Meat,22,420,12,Amoxycillin-cluvanic acid,AMC,Penicillin ,,,,,,Disk diffusion,10,0,2,76.7,CLSI,,,
10.1186/s12917-019-1867-z,Elkenany et al.2019,Antimicrobial resistance profiles and virulence genotyping of Salmonella enterica serovars recovered from broiler chickens and chicken carcasses in Egypt.,2019,BMC veterinary research,Egypt,EGY,29.990912,31.249854,2017,2017,Chicken,Salmonella,,Salmonella Kentucky,,Meat,22,420,12,Streptomycin,STR,Aminoglycosides,,,,,,Disk diffusion,10,0,2,76.7,CLSI,,,
10.1186/s12917-019-1867-z,Elkenany et al.2019,Antimicrobial resistance profiles and virulence genotyping of Salmonella enterica serovars recovered from broiler chickens and chicken carcasses in Egypt.,2019,BMC veterinary research,Egypt,EGY,29.990912,31.249854,2017,2017,Chicken,Salmonella,,Salmonella Kentucky,,Meat,22,420,12,Doxycycline,DOX,Tetracycline,,,,,,Disk diffusion,8,0,4,76.7,CLSI,,,
10.1186/s12917-019-1867-z,Elkenany et al.2019,Antimicrobial resistance profiles and virulence genotyping of Salmonella enterica serovars recovered from broiler chickens and chicken carcasses in Egypt.,2019,BMC veterinary research,Egypt,EGY,29.990912,31.249854,2017,2017,Chicken,Salmonella,,Salmonella Kentucky,,Meat,22,420,12,Cefaclor,CEC,2nd generation Cephalosporin,,,,,,Disk diffusion,4,0,8,76.7,CLSI,,,
10.1186/s12917-019-1867-z,Elkenany et al.2019,Antimicrobial resistance profiles and virulence genotyping of Salmonella enterica serovars recovered from broiler chickens and chicken carcasses in Egypt.,2019,BMC veterinary research,Egypt,EGY,29.990912,31.249854,2017,2017,Chicken,Salmonella,,Salmonella Kentucky,,Meat,22,420,12,Chloromphenicols,CHL,Amphenicols,,,,,,Disk diffusion,2,0,10,76.7,CLSI,,,
10.1186/s12917-019-1867-z,Elkenany et al.2019,Antimicrobial resistance profiles and virulence genotyping of Salmonella enterica serovars recovered from broiler chickens and chicken carcasses in Egypt.,2019,BMC veterinary research,Egypt,EGY,29.990912,31.249854,2017,2017,Chicken,Salmonella,,Salmonella Kentucky,,Meat,22,420,12,Cefepime,FEP,4th generation Cephalosporin,,,,,,Disk diffusion,2,0,10,76.7,CLSI,,,
10.1186/s12917-019-1867-z,Elkenany et al.2019,Antimicrobial resistance profiles and virulence genotyping of Salmonella enterica serovars recovered from broiler chickens and chicken carcasses in Egypt.,2019,BMC veterinary research,Egypt,EGY,29.990912,31.249854,2017,2017,Chicken,Salmonella,,Salmonella Kentucky,,Meat,22,420,12,Cefotaxime,CTX,3rd generation Cephalosporin,,,,,,Disk diffusion,6,0,6,76.7,CLSI,,,
10.1186/s12917-019-1867-z,Elkenany et al.2019,Antimicrobial resistance profiles and virulence genotyping of Salmonella enterica serovars recovered from broiler chickens and chicken carcasses in Egypt.,2019,BMC veterinary research,Egypt,EGY,29.990912,31.249854,2017,2017,Chicken,Salmonella,,Salmonella Kentucky,,Meat,22,420,12,Ciproflaxin,CIP,Fluoroquinolones,,,,,,Disk diffusion,4,0,8,76.7,CLSI,,,
10.1186/s12917-019-1867-z,Elkenany et al.2019,Antimicrobial resistance profiles and virulence genotyping of Salmonella enterica serovars recovered from broiler chickens and chicken carcasses in Egypt.,2019,BMC veterinary research,Egypt,EGY,29.990912,31.249854,2017,2017,Chicken,Salmonella,,Salmonella Kentucky,,Meat,22,420,12,Imipenem,IMP,Carbapenem,,,,,,Disk diffusion,0,0,12,76.7,CLSI,,,
10.1186/s12917-019-1867-z,Elkenany et al.2019,Antimicrobial resistance profiles and virulence genotyping of Salmonella enterica serovars recovered from broiler chickens and chicken carcasses in Egypt.,2019,BMC veterinary research,Egypt,EGY,29.990912,31.249854,2017,2017,Chicken,Salmonella,,Salmonella Molade,,Meat,22,420,12,Cotrimoxazole,COT,Sulfonamides,,,,,,Disk diffusion,12,0,0,76.7,CLSI,,,
10.1186/s12917-019-1867-z,Elkenany et al.2019,Antimicrobial resistance profiles and virulence genotyping of Salmonella enterica serovars recovered from broiler chickens and chicken carcasses in Egypt.,2019,BMC veterinary research,Egypt,EGY,29.990912,31.249854,2017,2017,Chicken,Salmonella,,Salmonella Molade,,Meat,22,420,12,Ampicillin,AMP,Penicillin ,,,,,,Disk diffusion,8,0,4,76.7,CLSI,,,
10.1186/s12917-019-1867-z,Elkenany et al.2019,Antimicrobial resistance profiles and virulence genotyping of Salmonella enterica serovars recovered from broiler chickens and chicken carcasses in Egypt.,2019,BMC veterinary research,Egypt,EGY,29.990912,31.249854,2017,2017,Chicken,Salmonella,,Salmonella Molade,,Meat,22,420,12,Amoxycillin-cluvanic acid,AMC,Penicillin ,,,,,,Disk diffusion,6,0,6,76.7,CLSI,,,
10.1186/s12917-019-1867-z,Elkenany et al.2019,Antimicrobial resistance profiles and virulence genotyping of Salmonella enterica serovars recovered from broiler chickens and chicken carcasses in Egypt.,2019,BMC veterinary research,Egypt,EGY,29.990912,31.249854,2017,2017,Chicken,Salmonella,,Salmonella Molade,,Meat,22,420,12,Streptomycin,STR,Aminoglycosides,,,,,,Disk diffusion,8,0,4,76.7,CLSI,,,
10.1186/s12917-019-1867-z,Elkenany et al.2019,Antimicrobial resistance profiles and virulence genotyping of Salmonella enterica serovars recovered from broiler chickens and chicken carcasses in Egypt.,2019,BMC veterinary research,Egypt,EGY,29.990912,31.249854,2017,2017,Chicken,Salmonella,,Salmonella Molade,,Meat,22,420,12,Doxycycline,DOX,Tetracycline,,,,,,Disk diffusion,2,0,10,76.7,CLSI,,,
10.1186/s12917-019-1867-z,Elkenany et al.2019,Antimicrobial resistance profiles and virulence genotyping of Salmonella enterica serovars recovered from broiler chickens and chicken carcasses in Egypt.,2019,BMC veterinary research,Egypt,EGY,29.990912,31.249854,2017,2017,Chicken,Salmonella,,Salmonella Molade,,Meat,22,420,12,Cefaclor,CEC,2nd generation Cephalosporin,,,,,,Disk diffusion,2,0,10,76.7,CLSI,,,
10.1186/s12917-019-1867-z,Elkenany et al.2019,Antimicrobial resistance profiles and virulence genotyping of Salmonella enterica serovars recovered from broiler chickens and chicken carcasses in Egypt.,2019,BMC veterinary research,Egypt,EGY,29.990912,31.249854,2017,2017,Chicken,Salmonella,,Salmonella Molade,,Meat,22,420,12,Chloromphenicols,CHL,Amphenicols,,,,,,Disk diffusion,0,0,12,76.7,CLSI,,,
10.1186/s12917-019-1867-z,Elkenany et al.2019,Antimicrobial resistance profiles and virulence genotyping of Salmonella enterica serovars recovered from broiler chickens and chicken carcasses in Egypt.,2019,BMC veterinary research,Egypt,EGY,29.990912,31.249854,2017,2017,Chicken,Salmonella,,Salmonella Molade,,Meat,22,420,12,Cefepime,FEP,4th generation Cephalosporin,,,,,,Disk diffusion,0,0,12,76.7,CLSI,,,
10.1186/s12917-019-1867-z,Elkenany et al.2019,Antimicrobial resistance profiles and virulence genotyping of Salmonella enterica serovars recovered from broiler chickens and chicken carcasses in Egypt.,2019,BMC veterinary research,Egypt,EGY,29.990912,31.249854,2017,2017,Chicken,Salmonella,,Salmonella Molade,,Meat,22,420,12,Cefotaxime,CTX,3rd generation Cephalosporin,,,,,,Disk diffusion,0,0,12,76.7,CLSI,,,
10.1186/s12917-019-1867-z,Elkenany et al.2019,Antimicrobial resistance profiles and virulence genotyping of Salmonella enterica serovars recovered from broiler chickens and chicken carcasses in Egypt.,2019,BMC veterinary research,Egypt,EGY,29.990912,31.249854,2017,2017,Chicken,Salmonella,,Salmonella Molade,,Meat,22,420,12,Ciproflaxin,CIP,Fluoroquinolones,,,,,,Disk diffusion,0,0,12,76.7,CLSI,,,
10.1186/s12917-019-1867-z,Elkenany et al.2019,Antimicrobial resistance profiles and virulence genotyping of Salmonella enterica serovars recovered from broiler chickens and chicken carcasses in Egypt.,2019,BMC veterinary research,Egypt,EGY,29.990912,31.249854,2017,2017,Chicken,Salmonella,,Salmonella Molade,,Meat,22,420,12,Imipenem,IMP,Carbapenem,,,,,,Disk diffusion,0,0,12,76.7,CLSI,,,
10.1186/s12917-019-1867-z,Elkenany et al.2019,Antimicrobial resistance profiles and virulence genotyping of Salmonella enterica serovars recovered from broiler chickens and chicken carcasses in Egypt.,2019,BMC veterinary research,Egypt,EGY,29.990912,31.249854,2017,2017,Chicken,Salmonella,,,,Meat,22,420,120,Cotrimoxazole,COT,Sulfonamides,,,,,,Disk diffusion,120,0,0,76.7,CLSI,,,
10.1186/s12917-019-1867-z,Elkenany et al.2019,Antimicrobial resistance profiles and virulence genotyping of Salmonella enterica serovars recovered from broiler chickens and chicken carcasses in Egypt.,2019,BMC veterinary research,Egypt,EGY,29.990912,31.249854,2017,2017,Chicken,Salmonella,,,,Meat,22,420,120,Ampicillin,AMP,Penicillin ,,,,,,Disk diffusion,82,0,38,76.7,CLSI,,,
10.1186/s12917-019-1867-z,Elkenany et al.2019,Antimicrobial resistance profiles and virulence genotyping of Salmonella enterica serovars recovered from broiler chickens and chicken carcasses in Egypt.,2019,BMC veterinary research,Egypt,EGY,29.990912,31.249854,2017,2017,Chicken,Salmonella,,,,Meat,22,420,120,Amoxycillin-cluvanic acid,AMC,Penicillin ,,,,,,Disk diffusion,82,0,38,76.7,CLSI,,,
10.1186/s12917-019-1867-z,Elkenany et al.2019,Antimicrobial resistance profiles and virulence genotyping of Salmonella enterica serovars recovered from broiler chickens and chicken carcasses in Egypt.,2019,BMC veterinary research,Egypt,EGY,29.990912,31.249854,2017,2017,Chicken,Salmonella,,,,Meat,22,420,120,Streptomycin,STR,Aminoglycosides,,,,,,Disk diffusion,78,0,42,76.7,CLSI,,,
